Institution,Year,,Mean_Tone_Score,Median_Tone_Score,[ID],INSTITUTION,Institution_std,TLO Age,MEDSCHOOL,corrected_medschool,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,ID,Duplicates,Num Duplicates,Institution Founding Year,Age_of_uni
Drexel University,2017,Drexel University2017,0.461587951,0.496673895,95054,Drexel Univ.,Drexel University,22,1,1,yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,107898245,,23,77835541,3163748,1549849,649380,87,8,2,5,14,4,31,2,10,13,0,$0.00 ,0,12,3,"$153,006.00 ","$40,250.00 ","($735,514.00)","$1,386.18 ",164955,11949,119,,,75,0,65,10,127,52,0,1,28,2,3,4,0,2,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,30.00%,1710,2017Drexel University,283,26,13,0,0.15398282,0.07699141,0,North Dakota State University2002,0,1,1891,134
Drexel University,2009,Drexel University2009,0.461587951,0.496673895,92804,Drexel University,Drexel University,14,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,104040000,,19,82631000,3507000,1800000,711193,53,5,3,2,14,3,28,1,6,13,,$0.00 ,0,8,2,"$177,499.00 ",$0.00 ,"($910,308.00)","$1,394.52 ",178499,1000,128,,,78,6,60,12,97,14,0,1,21,1,3,3,0,3,3,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,50.00%,1708,2009Drexel University,283,22,7,8,0.10900466,0.034683302,0.039638057,Tulane University1996,0,1,1891,134
Drexel University,2010,Drexel University2010,0.461587951,0.496673895,92804,Drexel University,Drexel University,15,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,113610000,,18,90470000,4154000,2154068,630546,60,7,3,2,13,3,29,0,7,11,0,$0.00 ,0,8,2,"$182,834.00 ","$40,000.00 ","($1,337,850.00)","$1,687.93 ",185672,2838,110,,,62,5,45,12,88,22,0,,22,2,0,3,0,3,3,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,50.00%,1704,2010Drexel University,283,22,21,9,0.097435676,0.09300678,0.039860047,Montana State University2008,0,1,1891,134
Drexel University,2015,Drexel University2015,0.461587951,0.496673895,92804,Drexel University,Drexel University,20,1,1,yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,100995000,,32,78741000,5440000,1700939,441844,85,10,1,4,18,10,56,4,14,18,0,$0.00 ,0,13,2,"$198,402.00 ",$0.00 ,"($1,060,354.00)","$1,728.18 ",198741,339,115,,,64,0,64,0,131,44,0,1,30,4,3,4,0,3,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,0.7,0.00%,0,No,0,No,59.30%,1702,2015Drexel University,283,11,8,6,,,,University of South Alabama2003,0,1,1891,134
Drexel University,2006,Drexel University2006,0.461587951,0.496673895,92804,Drexel University,Drexel University,11,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,102156000,,5,81001000,3676000,681421,89200,16,2,1,0,1,4,30,0,2,3,,$0.00 ,0,12,1,"$208,204.00 ",$0.00 ,"($383,017.00)","$2,202.15 ",209204,1000,95,,,83,10,65,8,92,5,0,1,11,0,2,4,0,2,2,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,0.7,15.00%,1,Yes,0,No,63.78%,1702,2006Drexel University,283,32,10,18,0.06697414,0.020929419,0.037672956,Arizona State University1996,0,1,1891,134
Drexel University,2014,Drexel University2014,0.461587951,0.496673895,92804,Drexel University,Drexel University,19,1,1,yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,111548211,,28,87266038,10673622,1620553,346708,70,11,3,9,13,6,66,8,19,9,0,"$150,000.00 ",0,11,2,"$132,101.00 ",$0.00 ,"($991,232.00)","$2,592.78 ",282613,512,109,,,78,0,78,0,114,45,0,,30,1,4,6,0,3,5,3,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,30.00%,1700,2014Drexel University,283,10,4,5,0.059224162,0.023689665,0.029612081,North Dakota State University2000,0,1,1891,134
Drexel University,2011,Drexel University2011,0.461587951,0.496673895,92804,Drexel University,Drexel University,16,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,114859517,,14,94653029,4097559,1550137,247218,70,6,2,3,9,2,21,1,7,7,0,$0.00 ,0,10,3,"$289,210.00 ","$135,520.00 ","($1,010,092.00)","$2,928.27 ",292827,3617,100,,,55,1,46,8,75,24,0,1,24,0,2,2,0,2,3,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,50.00%,1699,2011Drexel University,283,18,16,7,0.079720095,0.07086231,0.031002259,Montana State University2012,0,1,1891,134
Drexel University,2008,Drexel University2008,0.461587951,0.496673895,92804,Drexel University,Drexel University,13,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,102209005,,13,87681788,2214028,1600000,747309,42,5,4,2,7,4,40,0,5,8,,$0.00 ,0,11,1,"$294,800.00 ",$0.00 ,"($556,891.00)","$1,884.08 ",295800,1000,157,,,93,17,42,34,110,8,0,,19,0,2,4,0,4,3,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,,,,,,,1699,2008Drexel University,283,,,,,,,University of Akron2018,0,1,1891,134
Drexel University,2007,Drexel University2007,0.461587951,0.496673895,92804,Drexel University,Drexel University,12,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,100026000,,13,80495000,3979000,710824,232713,29,4,4,3,6,4,51,1,5,8,,$0.00 ,0,14,1,"$324,508.00 ",$0.00 ,"($152,603.00)","$3,255.08 ",325508,1000,100,,,110,20,50,40,130,3,0,,15,0,2,4,0,4,2,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,30.00%,1698,2007Drexel University,283,20,7,6,0.118448325,0.04145691,0.035534497,North Dakota State University2001,0,1,1891,134
Drexel University,2019,Drexel University2019,0.452275511,0.496139075,92804,Drexel University,Drexel University,24,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,122544838,,18,94343809,5182009,1350858,671387,,6,3,3,5,10,32,4,10,8,,$0.00 ,0,15,6,"$194,198.00 ","$33,750.00 ","($320,705.00)","$3,261.51 ",358766,164568,110,,,40,0,40,0,124,41,0,,,,3,7,0,,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,0.00%,0,No,0,No,,1696,2019Drexel University,283,,,,,,,Lehigh University2015,0,1,1891,134
Drexel University,2020,Drexel University2020,0.452275511,0.496139075,92804,Drexel University,Drexel University,25,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,135490082,,17,94583499,4183999,1105433,318451,,6,3,5,5,7,29,3,9,8,,$0.00 ,0,12,5,"$207,985.00 ",$0.00 ,"($385,293.00)","$4,782.01 ",401689,193704,84,,,41,0,41,0,92,36,0,1,,,2,4,0,1,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,,,,,,,1696,2020Drexel University,283,,,,,,,Tufts University2021,0,1,1891,134
Drexel University,2001,Drexel University2001,,,92804,Drexel University,Drexel University,6,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,60838893,,4,44254551,3180559,413971,317278,4,4,2,1,2,1,,0,,,,$0.00 ,0,4,0,"$456,000.00 ",$0.00 ,"$359,307.00 ","$12,666.67 ",456000,0,36,,,22,,,,22,8,0,1,0,0,1,1,0,1,2,0,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,,1695,2001Drexel University,283,,,,,,,Lehigh University2014,0,1,1891,134
Drexel University,2018,Drexel University2018,0.452275511,0.496139075,95054,Drexel Univ.,Drexel University,23,1,1,yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,126842375,,28,92295269,8209249,1466291,671041,,11,1,3,19,6,47,3,14,14,0,$0.00 ,0,19,6,"$216,902.00 ","$194,077.00 ","($278,078.00)","$4,833.38 ",517172,300270,107,,,92,16,62,14,118,47,0,,32,2,5,6,0,1,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,0.00%,0,No,0,No,37.50%,1692,2018Drexel University,283,55,125,18,0.20667006,0.4697047,0.06763747,Rice University2004,0,1,1891,134
Drexel University,2012,Drexel University2012,0.461587951,0.496673895,92804,Drexel University,Drexel University,17,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,116767545,,17,98361679,4204046,1441092,442027,78,7,3,1,7,9,21,2,9,8,0,$0.00 ,0,9,1,"$597,537.00 ","$150,000.00 ","($401,210.00)","$4,860.61 ",597855,318,123,,,66,0,52,14,82,33,0,,28,0,2,4,0,3,5,3,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,37.50%,1691,2012Drexel University,283,62,35,19,0.23297352,0.1315173,0.071395114,Rice University2005,0,1,1891,134
Drexel University,2023,Drexel University2023,0.452275511,0.496139075,92804,Drexel University,Drexel University,28,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,153295807,,2,125813780,7165016,1452506,386368,80,0,0,5,4,,,10,10,2,,"$156,259.00 ",0,31,16,"$493,021.00 ","$50,000.00 ","($338,274.00)","$12,336.68 ",727864,78584,59,20,,44,0,44,0,120,26,0,,32,2,,0,1,,5,4,0,,0,5,,5,5,0,5,,,0,No,,,0,No,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,0.00%,0,No,0,No,50.00%,1689,2023Drexel University,283,26,17,6,0.11515125,0.0752912,0.026573366,Montana State University2009,0,1,1891,134
Drexel University,2021,Drexel University2021,0.452275511,0.496139075,92804,Drexel University,Drexel University,26,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,179937401,,14,152818329,7961684,1180179,438619,75,7,2,6,4,4,23,1,8,6,,$0.00 ,0,19,11,"$286,986.00 ","$50,000.00 ","$176,937.00 ","$21,360.40 ",918497,631511,43,19,,29,0,29,0,107,21,0,,,,0,3,0,2,3,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,,,,,,,1689,2021Drexel University,283,,,,,,,Creighton University2021,0,1,1891,134
Drexel University,2016,Drexel University2016,0.461587951,0.496673895,95054,Drexel Univ.,Drexel University,21,1,1,yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,103890938,,33,76310695,4952948,1572954,857453,74,20,3,8,4,21,78,2,22,11,0,"$541,865.00 ",0,21,3,"$464,583.00 ","$65,695.00 ","$296,691.00 ","$9,827.11 ",1012192,5744,103,,,68,,68,,129,41,0,,28,4,1,5,0,4,5,2,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,,0.00%,0,No,0,No,50.00%,1689,2016Drexel University,283,30,22,8,0.13286683,0.097435676,0.035431154,Montana State University2007,0,1,1891,134
Drexel University,2005,Drexel University2005,0.461587951,0.496673895,92804,Drexel University,Drexel University,10,1,1,Yes,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,101914574,,7,76872678,3136319,465222,428572,15,3,0,0,4,3,7,0,3,4,,"$546,920.00 ",0,13,1,"$786,491.00 ",$0.00 ,"$1,297,761.00 ","$22,240.18 ",1334411,1000,60,,,57,8,43,6,64,3,0,,7,0,,0,1,,2,1,,,,,,,,,,,,,,,,,,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,40.00%,40.00%,54.29%,69.80%,0.7,,0.7,0.00%,0,No,0,No,59.30%,1688,2005Drexel University,283,10,6,1,,,,University of South Alabama2004,0,1,1891,134
Drexel University,1993,Drexel University1993,,,95048,Cornell Research Foundation Inc.,Cornell University,14,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,285000000,,71,183500000,14000000,1289218,235965,363,,9,,,,,,,,, ,,147,, , ,"$810,568.00 ","$11,028.53 ",1863821, ,169,,,97,,,,137,,1,,,,,,1,,4,4,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,35.00%,25.00%,15.00%,15.00%,15.00%,15.00%,24.29%,36.50%,0.37,,0.37,0.00%,0,No,0,No,59.30%,1687,1993Drexel University,283,13,12,3,,,,University of South Alabama2013,0,1,1891,134
Drexel University,1992,Drexel University1992,,,95048,Cornell Research Foundation Inc.,Cornell University,13,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,291300000,,61,177100000,16900000,0,0,363,,9,,,,,,,,, ,,144,, , ,"$1,922,818.00 ","$11,050.68 ",1922818, ,174,,,92,,,,124,,1,,,,,,1,,4,4,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,35.00%,25.00%,15.00%,15.00%,15.00%,15.00%,24.29%,36.50%,0.37,,0.37,0.00%,0,No,1,Yes,,1687,1992Drexel University,#N/A,,,,,,,Michigan Technological University1996,0,1,1891,134
Drexel University,2022,Drexel University2022,0.452275511,0.496139075,92804,Drexel University,Drexel University,27,1,1,YES,42,PA,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,165953344,,8,139433188,6651341,1429690,490952,70,2,1,2,3,3,,2,4,4,,"$1,039,733.00 ",1,20,10,"$159,960.00 ","$5,370.00 ","$1,137,715.00 ","$37,079.52 ",2076453,876760,56,30,,40,0,40,0,81,31,0,1,34,1,2,2,0,1,2,4,0,,2,0,,2,0,,4,0,No,0,No,0,No,0,No,drexel university,0,No,100.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,57.14%,70.00%,0.7,,,0.00%,0,No,0,No,30.00%,1686,2022Drexel University,283,23,6,4,0.13621557,0.035534497,0.023689665,North Dakota State University1999,0,1,1891,134
Drexel University,1996,Drexel University1996,,,95048,Cornell Research Foundation Inc.,Cornell University,17,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,321488000,,64,212727000,14937000,1775636,609185,611,27,8,27,27,10,,37,,,,$0.00 ,,133,,$0.00 ,"$13,857.00 ","$1,000,553.00 ","$13,543.78 ",2167004,2167004,160,,,48,,,,92,46,0,,,,,3,0,,4, ,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,0.00%,0,No,0,No,30.00%,1685,1996Drexel University,#N/A,58,20,12,0.34350014,0.118448325,0.071068995,North Dakota State University2013,0,1,1891,134
Drexel University,2002,Drexel University2002,,,95048,Cornell Research Foundation Inc.,Cornell University,23,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,465700000,,82,283277000,24890000,4322000,1035000,421,46,3,16,61,5,,36,,,,$0.00 ,0,195,111,"$1,723,000.00 ","$35,000.00 ","($369,000.00)","$13,699.53 ",2918000,1195000,213,,,88,,,,191,57,0,,23,4,3,4,0,3,9,11,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,0.00%,0,No,0,No,30.00%,1684,2002Drexel University,#N/A,70,43,14,0.41456914,0.25466388,0.08291382,North Dakota State University2011,0,1,1891,134
Drexel University,2003,Drexel University2003,,,95048,Cornell Research Foundation Inc.,Cornell University,24,1,1,yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,504600000,,50,321400000,22600000,2945000,1066000,451,32,4,15,22,13,,18,,,,"$198,000.00 ",0,177,92,"$2,417,200.00 ","$41,400.00 ","$1,414,000.00 ","$17,704.30 ",3293000,677800,186,,,65,,,,167,53,0,,36,0,5,13,0,4,10,10,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.46,0.00%,0,No,0,No,59.30%,1684,2003Drexel University,#N/A,14,9,0,,,,University of South Alabama2011,0,1,1891,134
Drexel University,1997,Drexel University1997,,,95048,Cornell Research Foundation Inc.,Cornell University,18,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,331776000,,76,215942000,8215000,2142235,807460,765,25,3,29,35,12,,51,,,,$0.00 ,,147,,$0.00 ,"$119,947.00 ","$2,424,376.00 ","$19,995.48 ",3759151,3759151,188,,,80,,,,144,62,0,,,,3,3,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,0.00%,0,No,0,No,50.00%,1680,1997Drexel University,#N/A,12,8,4,0.05314673,0.035431154,0.017715577,Montana State University2001,0,1,1891,134
Drexel University,2005,Drexel University2005,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,26,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,561320000,,79,380975000,22900000,3700000,1990000,623,22,3,25,49,5,92,43,65,14,,"$7,700.00 ",0,196,97,"$2,349,300.00 ","$139,500.00 ","$2,242,000.00 ","$19,661.69 ",3952000,1595000,201,,,108,1,91,16,244,51,0,,42,5,4,5,0,0,10,12,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,0.00%,0,No,0,No,50.00%,1679,2005Drexel University,283,21,5,,0.104049906,0.024773786,,Tulane University1992,0,1,1891,134
Drexel University,1998,Drexel University1998,,,95048,Cornell Research Foundation Inc.,Cornell University,19,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,343007000,,84,215500000,11265000,2700000,800000,797,28,3,41,28,15,,56,,,,$0.00 ,,163,,"$800,000.00 ","$1,531.00 ","$2,900,000.00 ","$23,188.41 ",4800000,4000000,207,,,85,,,,144,47,0,14,4,1,2,4,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.46,0.00%,0,No,1,Yes,,1679,1998Drexel University,#N/A,,,,,,,Michigan Technological University1995,0,1,1891,134
Drexel University,2009,Drexel University2009,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,30,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,687430951,,23,383246176,27715306,5200897,2675627,450,8,0,11,12,0,32,14,22,1,,"$44,723.00 ",0,182,73,"$2,438,428.00 ","$154,443.00 ","$2,575,137.00 ","$14,089.52 ",5100407,2617256,362,,,129,2,127,0,258,73,0,11,50,3,3,3,0,2,11,17,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,0.00%,0,No,0,No,50.00%,1676,2009Drexel University,283,14,15,7,0.062004518,0.066433415,0.031002259,Montana State University2002,0,1,1891,134
Drexel University,2007,Drexel University2007,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,28,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,659382200,,34,382915700,23655000,5193700,3152500,456,12,2,15,16,3,58,16,28,6,,"$53,600.00 ",2,243,85,"$2,804,400.00 ","$90,000.00 ","$3,166,800.00 ","$22,067.80 ",5208000,2350000,236,,0,92,1,84,7,257,61,0,,50,0,2,2,0,2,12,14,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,,1673,2007Drexel University,283,,,,,,,University of Maine2020,0,1,1891,134
Drexel University,2000,Drexel University2000,,,95048,Cornell Research Foundation Inc.,Cornell University,21,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,396900000,,63,241600000,12700000,3130000,1790000,592,27,0,23,29,11,,36,,,,$0.00 ,1,188,120,"$4,220,000.00 ","$581,000.00 ","$4,610,000.00 ","$33,615.82 ",5950000,1730000,177,,,81,,,,167,68,0,,24,0,3,3,0,0,6,9,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,20.00%,0,No,0,No,,1671,2000Drexel University,#N/A,,,,,,,University of Dayton2017,0,1,1891,134
Drexel University,2006,Drexel University2006,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,27,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,605341000,,49,404581000,20442000,4718000,2069000,397,21,6,26,10,13,103,14,35,14,,"$32,700.00 ",1,202,97,"$3,241,300.00 ","$118,300.00 ","$3,476,000.00 ","$25,843.88 ",6125000,2851000,237,,,114,1,96,17,256,59,0,,36,3,3,6,0,2,11,14,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.33,0.00%,0,No,0,No,54.81%,1670,2006Drexel University,283,11,,,,,,University of Denver2006,0,1,1891,134
Drexel University,1999,Drexel University1999,,,95048,Cornell Research Foundation Inc.,Cornell University,20,1,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,376784000,,150,246461000,12139000,2900000,2200000,779,65,6,50,74,26,,85,,,,$0.00 ,,199,113,"$2,200,000.00 ","$330,000.00 ","$5,700,000.00 ","$37,209.30 ",6400000,4200000,172,,,77,,,,147,70,0,29,26,0,4,4,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,0.00%,0,No,0,No,37.50%,1668,1999Drexel University,#N/A,20,23,1,0.07515275,0.08642566,0.003757638,Rice University199932s_RiceUniversity_IPPolicy_1999.txt,0,1,1891,134
Drexel University,2008,Drexel University2008,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,29,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,668227455,,46,377896060,25947167,5179257,2588485,433,19,7,21,16,9,81,20,39,7,,"$18,385.00 ",1,199,86,"$1,484,093.00 ","$236,481.00 ","$4,337,399.00 ","$28,163.30 ",6928171,5425693,246,,,137,1,131,5,227,54,0,8,50,5,4,5,0,2,15,16,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,0.00%,0,No,0,No,50.00%,1668,2008Drexel University,283,25,9,5,0.116176404,0.041823503,0.02323528,Lehigh University1994,0,1,1891,134
Drexel University,2004,Drexel University2004,0.461587951,0.496673895,95048,Cornell Research Foundation Inc.,Cornell University,25,1,1,Yes,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,537700000,,80,356100000,23000000,3400000,1724000,501,39,7,26,45,9,137,41,,,,$0.00 ,2,211,87,"$5,885,000.00 ","$166,500.00 ","$5,724,000.00 ","$32,888.89 ",7400000,1515000,225,,,89,2,78,9,164,53,0,,42,0,2,6,0,4,10,10,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,,1665,2004Drexel University,#N/A,,,,,,,North Dakota State University2015,0,1,1891,134
